label,text
1,geno smith gt alex bitch smith s trash overpaid ass
1, claire ming get some orange hoe
1,rt millyvanillyy noooo let me tell yall some bitches in baltimore be ratchetttttt 
2,oreo milkshakes will forever remind me of jay ibarra 
1,rt kingdingdong westsideflee give us our credit bitch we went out there amp took that w t co jz lyhsrhc bmarshall took tha 
1,dat bitch gotta lay on her back to pee s t co psf q wuqs
1,ketchup on tha beat hoe
1,bad bitch chest out no wonder why miss righteous keeps on getting left out
1,zelda bitches lol joeylattime s t co cp aa pms
1,rt lildurk i m finna up my bag so i m cutting you weak hoes off
1, kenny wright kush boy yopapi chulo do it i fucking dare you faggot
1,y all wake tf up y all are pussies it s summer time turn tf up 
1,rt o youmad you a hoe villagebae i just thought you were cute that s why i kissed you 
1,niggas need to learn to ride for there homies not for the crew hoes smfh 
2, nyrkelsmads you never survive in da colored hood
1,i know bitches be mad as shit when they friends borrow their clothes amp its a bunch of girls in her ig comments sayin how cute the outfit is
2,best behaved kids ever at mommy s commercial audition oreo mcflurries for everybody proudmom t co hfnsmalcu
1, katiier nah this bitch dykey
1,smoke sesh niggah what u mean
1, mutateroos you can be seminoles but not redskins k seminole tribe got an agreement with them fsu pay them to use the name
1,twitter watching bitches 
2, amburger wtf is flappy bird are you kidding me
2,rt murrman hun i m quitting my job and going to learn to become a psychic now i know what you re thinking well not yet i m going to 
2,rt mtvuk directioners d s zaynmalik amp louis tomlinson monkey around on set of stealmygirl video t co soebnlr re t co 
1,rt princeeric reasonsiunfollowedyou you unfollowed me first bitch
1,it s only a few real bitches i know 
1,i get bitches on tinder
1,these hoes be thirsty for attention
1,if you body count more then mine you a hoe js 
1,rt ogtreez when bae fights your side hoe amp wins t co tbdidtyott
2,according to my brothers ipod its december if so i predict that mickey mantle of the ny yankees will announce his retirement march 
1,bored then a hoe in the auditorium hmu t co v tgqheag 
1,rt smiie these hoes ain t loyal t co fgtzqwnsxk
1,you not playing me bitch i know wassup
1,rt traplordhoe when your main bitch friends see you at a party t co dw fu l y 
1,high then a hoe but played it cooooool
1,rt thelittlefella s o to thereal emandm for his shitty fuzzy hat made sure he wasn t getting laid lmfao
1,these hoes everybody hoes lol go at any bitch bet u get her easy 
1,rt mydickiscalled my dick is called cute relationship because it s what all bitches really want 
1,it gets me mad when a mexicans go against mexico like wtf support your team bitch
1,this bitch said i look like the type to do a lot of cocaine 
1, sam james khalilreed aknadnrye don t get on bro t co qjjvynwqio when bae textin another nigger
0,rt anticvlum noneshallpass trash eating trash
2,if ashton is trash then what does that make me come on guys someone like ashton can t be trash he makes too many people smile 
2,rt jakeeye after hours and almost pages i want to slit my wrists but i guess ill just settle for sleep
1,ol bitch ass look like she got a bobble head lilshwenda
0,happy birthday to this coon ass nigga buckcity thatlatsonkidd
1,shoutout to my mamma cause she ain t raise no hoe
1,fuck all you hoes who keep giving my number to these colleges lmao
1,dat bitch had noo cheeks 
1,tell dem thot bitches im not right 
1, duecedagod jefdabest i m on my y u shit using linkedin at work b lmfaoo bagging them linkiden hoes lol
1,ray allen like man that s some goddamn motherfucking cunt ass bullshit cus it is
1, lezzzbehonest i m colored ain t supposed to be no good influence
1, h uhoes lmao lexy such a hoe lmfaooo
1,all y all bitches corny lol
1,rt krystalschnutz if i can eat some random bitches ass i can eat iggy s ass randomthought randomthot shitiwouldneverdo
2, emmysetter dayum saterlyt shoz un bayg ho ul
2,rt menshumor kim kardashian had a baby in more important news i took out the trash last night 
1,rt jiovanni these bitches play on everybody s team
1, yooocaly but but but you said vibe which means i have to say bitch don t kill my vibe 
1,kanyeshrug lol shainarakia thots be like rt smco shainarakia only great thing these bitches can offer 
1,it s going down it s going down it s going down lil bitch 
1, lynnogawa that bitch
2,rt theegreekgod soulja boy trash now but i m not gonna act like i never cranked that superman 
1, m talleywacker miss you ya fucker send me a txt every now and again like ya used to all ill do the same ya twat p
1,rt treszthebest it s all they know rt smco you bitches never gonna b happy following these social sites
1,jordan so watcha been up to at college me fuckin bitches amp stuff ya know jordan alright seriously believes ichoosetobeabstinent
1,reina yoshii in cock blowing threesome with her hairy pussy teasing cock t co dt vmeptv 
1, vaginaaholic deeschronicles ie don t make a hoe a housewife
1,lmaoo beans rt shamargothoes this bitch is so stupid smh t co otonir yex
1,wiz lost his bitch to this nigga ain t no weed in the world strong enough to help him get over that t co l xzruqwkp
2,rt iaughatmypain my anaconda don t my anaconda don t my anaconda don t want none unless you got bunz hun
1,rt kingtunchi jd told me i m to player to be with one bitch
1,i wish alot more females would tweet about sucking dick im tired of me and twitter niggas tweeting about eating pussy we need balance 
1,the only thing about niccas is they be followers smh be ya self everyone else is taken 
2,home to chicken and penne alfredo and oreos and banjo
1, steveworks you golly wompers and dad gum son you lyin cheatin scoundrels fucking did it man up and own it ya chicken shit pussy republican
1,swat to the twat
1, haitian gold tim tebow got cut from every team he was on in the nfl and he already got more hoes than me in starkville smh 
2, bino looking at nip rings i can t wait until i can change mine lmao
0, aaaaaaaaand it begins rt rileydakafka fucking niggers that s all kentucky is and ever will be
1,rt queenreenie how bitch how vontethekidd how is this ok t co tbm dil n 
1, sharonmperalta dylan long tittied no nipple having bitch 
1,rt dombeets don t be afraid to let your feelings show unless you re a bitch 
2,rt seanmdav since i know you re wondering blakehounshell no cracker barrel is not a place to buy barrels full of crackers 
1,cousins looking for bitches i hope rt theonlyreed the fuck is this t co jlrapkdlys
1,rt pimpunclejoe mygoalfor unhoe these bitches
2,yes and favorites this rt straightcash sole please tell me you didn t buy that trash
1,i swear to god i hit licks i m lil b and i m not no bitch when i m off that dope i rob my bitch 
1,not bit of courtesy from any of these bainbridge isl ferry riders fuck em next time i think s gonna break down paybacks a bitch
1,haha i call my girl a bitch only cuz she calls me one 
1,tmz hoes t co j lwd s d 
1,rt ant you aint getting no hoes to come back to the room with you if you staying at circus circus bruh
1,rt therealmfast niggas cheat on the most loyal most beautiful women with fucking trash
1, pimpbillclinton tareksaadmisr that s arabic for you one pussy gettin motha fucka 
2,rt babiesdressup what a silly little monkey t co dmklk k 
1, elennamichelle only when ur around me gotta keep dat scent to keep filthy niggers away
1,i don t give a fuck about yo gal yo wifey or yo boo came here by myself bitch i m tryna bone
1,ask around n the streets bitch bout jay
1,rt taecocky i heard you wit that bitch that everybodyyyyy fuckingggggg
1,rt treyjohnican possum a hoe 
1,you ain t my bitch so lil bitch why you bitchin
1,raaaayciss bitch sky max michelle obama african americans should vote for democrats t co sl tw p f via newsmax media 
1,well guess i know a bunch of hoes then gone bring ya baldpussy hoeass elements tonight tho t co g sn afx
1,this student call me to bitch about her grade i tell homegirl i m seeing an assignment here as not submitted 
1, septembertha callmerenee wuss up bitch
1, daveyy jayy lmao mark is the only guy left there he s about to get some pussy
1,rt kelseyreneee bet you won t em doe jakelewis hoes gon be hoes shut up you a hoe 
1,rt fatandfly bitches talking bout dey bout ta chill out on going out you bitches just saying dat cause its getting cold and u bitches d 
1, huntermoore finger my throbbing pussy
1, this niggah kevin hart couldn t sit down lmaoooooooooooo my niggah my niggah 
1,he said we gon be paying a bitch rent i m not even tryna buy her an extra sweet and sour sauce at mcdonalds
1, that girl is plain looking borderline ugly amp chunky hey at least she s got a nice smile amp a great personality 
1,me n niccas ya type neva exchange s wanna talk down n still gain from us 
2,panda express is so trash but i wanted chinese and didn t feel like gettin out the car
1,why the wifey type girls single and the hoes being cuffed though 
0, andrewjburns tommy russell homo ass crackers
1,bitches always like you got hoes i be like duhh i m tryna make you one of em nbs
1, true east troymadden yall trash but themanacho cold
1, dbro pussy you can t fight 
1, blakkhoodie yeah that niggah played good lowkey i wanted brazil to win
1,rt take my advicee if you gonna fuck my girl then dont pull her hair nigga i paid for that bitch weave
1,my nig im me mi oneshadowlove yes black people live in wisconsin lmao sbaby life shock da shit out me too learnsomethingeveryday 
1, youknowmaxwell no clue but these bad hoes ain t really bad
1,good thing my brother loves me more than all you bitches thoo he woke his ass up after working all night to drive me to school thats love 
1,never that serious rt c thaqueen thought you was finna cruise with a new bitch t co mvcnpytxo 
1,last words to a bitch nigga why you lie 
2,my nig kkeldalegend took me out for some more of that good old new orleans soul food t co vcbkacqbhv
1, is now tweeting from a tablet baller bitch 
1, thejess lynne hunglikerobby triple em itzmeggo no you threatened us bitch don t try to make it what it s not 
0,i like taking niggas hoes but i stop doing that 
1,playing games and wrestling are the only ways i bind with my brothers that and the sex talk amp providing condoms no raw dogging these hoes
1,what a dumb bitch
1,if you act like a fucking retard when your high it s over mane stay away from me 
1,imagine if white people said my honkey instead of my nigga lol
2,there should be a side trip into dc to charlie palmers during cpac shannityshair thefriddle glock piper alleygirl 
1, trust noneeee bitch i don t 
1, alanaaaaaa pussy
1, clfrew bitch
1, trelekidd yo bitch is gucci mane rt jabarithegreat my bitch a stoner t co lt lijjpg 
1, daa boy rell sluttyboy kush keem escobar you a bitch too
1,fuck rebuild the tranny i m driving it like its been for the last years till it finally goes out 
1,questioniaskmyself why should i be slapping this hoe tuh solve something ima leave it alone i never usually listen to myself
1,might have to play the b k tonight for my black hoes you know i still care about yal
1,bad asian bitch yea she look just like kemora
1,money weed n bitches hanging wit snitches shit it wasn t my intention
1,there s apparently a wee cunt who s a year younger than me called sean brown being cheeky about me lol
1,this bitch in wit hella face tats she a female duddy 
1,hey bitch adam showed up bring more beer 
0, anony turntolive tweenki they are wrong you are a nigger always causung mischief among ur own people
2, mins for natezoo n greco joel to pick out a trash can meijer now do u guys understand why i took shots before this trip
1,people be shooting their guns around here late as fuck got me thinking they tryna shoot my black ass jammin jiggaboo music
2,slack jawed yokel husband t co ve pwfrz t
1,like bitch y u ain t do that in the first place 
1,rt taxstone if i look at my bitch she better shut up ain t no arguing with niggaz in the street or social networks
1,bitch said best way to get over a man is to get under another one smh dats ah hoe for u
1, abbywiseman haha you were that bitch on our team 
1,my saying is bitch go get yo nigga hoe cuz i m gonna beat yo ass just like am gonna beat nigga bitch go get yo nigga
1,work right now is bitch
2,roseanne really bums me out the show and the woman on that note it s time to chug some zzzquil 
1,lmao this bitch 
1,don t play with my emotions rt bjayblast i gotta make some bla t plash when i get back that hoe will have you gone 
1,rt black taco wtf is boy pussy lmao you atl nigga sick
2, alysssmithh keveeed yes indeed camels ostriches and zebras sept t co x oapfm e vccamelraces
2,burnating all yankees and their thatch roof cottages astros t co j dziwbdt 
1,the corny facade is all apart nick cannon s plan nigga is actually a genius on levels of business and bitches 
2,rt patvpeters texas ranchers terrorists reportedly caught at border feds clam up t co vynd zbph
1,rt cumminssamantha lol you for being a dumb bitch 
1, lisadep well wouldn t coast you that much but i don t see you going bass fishing with a bunch of rich rednecks either 
1, heyshelby bitch i m on bitch i m on my griiind thug luuuuuuv
2,highhhhh watching dawn of planet of the apes stonernation lifecomplete
1,rt real kaysavage stblocjeremiah my bitch
1,rt mainetheck i sell dope i fuck hoes and make songs bout the shit i rob niggas for they work and dont feel wrong bout the shit 
1,only broke bitches steal money 
1, rvm o bitch 
1, atheistfront cutrealty a m perez athe stp wer yea spell check is a bitch lets stay on topic
1,i wasn t born last night i know these hoes ain t right
1,there you go acting like a hoe 
1, on these hoes i am not fat i m big boned hehehehehe 
1,rt taxstone these bitches self esteem built off likes and their principles built off instagram memes
2, wienerherzog perfect stock photography for an article about not letting a leprechaun looking handyman get into your liquor cabinet
1,rt menshumor one man s trash is another man s girlfriend 
1,tempted to finish every sentence i say today with yo or bitch breakingbad
2,jacob u look like a monkey in dis t co rkaqn grqe
1,rt way fengshui that bitch wanna ignore my text wait till she get off work rt tonedasupastar caption this t co zwrimdzqnv
2,get two birds stoned at one time 
1,rt keos gunnplay u can kill carl but not my nigga glenn whos gonna take care of my hoe maggie
1, marclamonthill all nfl stadiums play music by jay z a former drug dealer whose diaphragm wouldnt work w o saying nigger in every song
2,rt t mart jaheim donell jones lyfe jennings ginuwine charlie wilson dru hill next jodeci tyrese and etc bring that type 
2,national review calls gay marriage lawlessness t co qptreda yv oregon tcot gop nom lol teabaggers
0,everybody s favorite phrase to try and end an argument you do you and i do me lmao faggots
1,all you see is straight pussy in my iphone 
1,thick bitches gt gt gt gt gt gt gt gt gt gt gt gt gt gt gt gt gt gt gt 
2,rt amh s o nf patpatbush thanks for the follow hun 
0,southcarolina is full of white trash
1,i dont mess with sneaky ppl nd they hoe intentions
1,rt ohsnapsitsshaq i feel like no matter how much of a hoe she is if the right nigga put her in her place she gone change 
1,you girls got no job no college set up to have a better future then get mad when a nigga leave you cause all you got is pussy
2,rt itssylviaplath i wanted change and excitement and to shoot off in all directions myself like the colored arrows from a fourth of july 
2,this is why my mother isn t allowed to make brownies t co h cft wcbv
1, mistressofsham that area is a bitch regardless so i can imagine
1,which mean you hoes too stupid ion want it around me youhavejustbeenblocked 
1,yas bitches yas t co bsrwtmkw 
2,rt netflix here s your first look at charlie cox as matt murdock in marvel s daredevil on netflix nycc t co siyucgok j
0,rt rosiezaya ur fucking white trash
2,rt peterose on this day the yankees joe dimaggio goes for with a walk vs cleveland indians to end his game hitting streak
1,rt tharealist sum hoes be smoking to look cute bitch u better inhale that shit wasting weed
1,rt eanahs inkkofrosess bro you just made me want that ho even more what year 
1,cute teen gets her pussy flooded with cum t co jt qxws km
2,rt abcbirds colorado lawmakers consider nation s st wind energy legislation to protect birds amp bats t co shwqyb pw 
1,dear grumpy bitch at gibsons no one wants to hear about your personal life 
1,tired of these hoes breathing my air 
1,rt ebonyrogue tierra marie i m the princess of the roc rihanna y all get a good pic cause this bitch ain t gone be here long 
1,bad bitches in dirty ass houses lt lt lt 
2, adnanespn houston was top five in ahl attendance while aeros were here the transplanted snow bird would love a team 
1,rt littlechelleeee hos will literally do anything to say they got a nigga dawg 
1, g anderson lol it s gonna be so fun got two niglets on the way
1, wodaeeex yeah right hoe
1,only hoes love me
1,it s scheduled up already tho bitches gt bryancranston gt one tweet and he s got joepesci out there making fun of stolenbases gt baseball
1, rachijuana i popped a molly every day last year beatthatbitch
2,rt hitmanholla rt ayeverb ok i m watching mook vs lux neither of them was good but mook won this wasn t close to me vs hitm 
2, yankees probably time to put this twitter feed to bed nyy
1,i respect any nigga that tell me he got a bitch so i fall the fuck back no hating 
0,rt ihatemoon all these bitches amp niggaz with they imaginary haters 
1,rt markb lifestyle they trash rt b dot conto pointless bitches in the club rt rooseveltchaun smfh t co x o wmatws
1, it aint nothing to cut a bitch off 
1, jasmyncyniquee ozzie garza bitch you subtweeted him
1,rt fitemeirl v lol everyone s a lil bitch
2, spenceyy sos not scanger
1, this be me cuh went from its time to settle down to where the hoes at t co bi rbvjtun
1,aka don t ignore me bitches
0, morbidmermaid do you work today niglet 
2, panchoftf red and yellow it should be then
1,rt daraunn joshuataddac i haven t slapped a bitch in two weeks
1, sammytbh thats what i thought pussy 
1, dre day nig nog
1,i watched one and a bitch holding the camera said yall need to hurry up my battery s about to die nooooo 
1,going out with bad intension keep yo girlfriends inside and i m not just saying it ask my nigs i mean it
1,porn android iphone ipad sex xxx close up another pussy close up t co hbjdgvenxa
1,rt niiquebaby freefaceridess she has cancer amp is still killing half you hoes t co iyuiuhqr l jus cuz you have cancer dont mea 
1,harvard got the worst hoes cheerleading in america
1, hendrixoxo bitch why did you not fav or retweet this
1, barbod fcb oh really and that s word where u be at then i wanna see what bout then i don t wanna hear what u gonna do i want see it bitch
1,pussy aint shit but a product you either gonna get onna muscle or you gotta pay
1,rt lungfiber true life i m an emotional clingy bitch
1,rt chels phelps crafty bitches cheatsoflife best way to cheat on a test t co vgneo t tg 
1,money first woman second but you hoes are last 
1,rt stblock rody this bitch always in my pocket 
1, ryeordie niggas want pussy i ain t giving any out here is where lies our dilemma that s cool
2, billythathird matt sliwinski copy my tweet again you ginzo
2,this good pricklypear shiner t co fa a avxq
1, rt realityybites nope thts not wht it says here rt peachdulce i m not a hoe i m a people person t co rj vix vcz
1,rt taylormrake people beg to see women s bodies but the minute they re seen that woman is now a hoe oh okay
1,rt samzbikowski tonyjrodriguez dude i had a video of these birds at my work fuckin
1, swagishsternes yea i listen to that hoe when i wake up
1, mykat meows i don t know i m hoe less so i don t know where they congregate
1,rt prettygirlneice yes mimi bitch yo dumb ass got played
1,chop the top on the porsche that s a headless horse extendo long as an extension cord bitch i ball like jordan and i play full court
1,rt chubbylumpkins i think this steubenville rape trial is some bullshit that rollen bitch wanted the dick lls and got mad when she w 
1, thegodmother im more excited about boosie getting out than valentines day he get vday pussy allstar weeekend pussy and mardi gras
2, britty jurgens a music suggestion is lil spook 
2,rt jm wags well i play flappy bird now and i don t know why
1, worldwarzee these hoes ain t loyal 
1,sadboy bitch we worldwidee
1, highclasscapri what evaittakes lmao i minds well be a hoe for all that i ain t mean like that girl lol
1,excuse me here s your nose i found it in my business hoe 
1,i ain t even know white girls had good pussy like dat eitha lbvs they winnin too
2, iubb games when im in bloomington btown how good is that ncaa basketball college indiana iu hoosiers
1, nyrkelsmads that pup was like this bitch is awesome can i go home with you 
1,rt withluv kira chichi knows what s yall favorite chappelle show skit is wayne brady gonna have to choke a bitch 
2,nfc south is trash juice
1,rt truulifewisdom hoes be having iphone cases and pair of panties 
1, daberellla just demolishing this huge bitch t co awydbjxks sharing is caring 
0, itsyour man nothin much cousin touching white trash wigger wannabe bitch boy dick sucking fucking gay bitch
1,rt nyash whisperer after these shows yall bitches imitate n wonder u i say d things i say
1,gonna surprise earl with a tranny best ever fucking spent yes
1, shaunroberts the ending was retarded
1,rt wbeezy rohan a bitch yo 
1,i don t even play flappy bird anymore because fuck him
1,lol at these honkies talking trash i m done with this shit growup whitetrash
0,watch out nigger lovers you day is coming t co zv cpk iy 
1, patchy beard g s up hos down rush i mean clearly he likes to party 
1, tupacselenas hey bitch imy
1,holy shit the retard episode of wheel of fortune again fantastic 
1,we need a ut expose hoes page hmmmmm 
1,rt currensy spitta don t neva check a real nigga check a hoe
1,des hoes wishy washy 
2,rt sportscenter yankees survive th inning scare to beat rangers gardner hr rbi r teixeira hr rbi r htt 
1,rt fuckyouisaac maury years old still exposing hoes
1, noreigastacks he forced it lol mad bitches came to my mind thru every bar
1, therealjb rd mightymorph big birds big peckers they always mad cause they only get laid once and that s by their mother 
1,neverrr play me for stupid because i m far from it you bitches might be stupid but not me 
1,rt theeesickestkid yo bag gucci but you still ugly hoe shut up
0,rt ariesspears these young cats being drafted in the nba today are walking lotto tickets wait till these niggas find out that pussy come 
1, how you doing crazy bitch is hilarious 
1,dont you talk when im talking you better mute it hoe
1,rt onlybiirdstweet big booty bitches big booty bitches 
1,you see these two pussies jason capuano nd jason cousins taking chit on the gram but ain t about that t co ipynkaqufz
0, damn you whitey you ll get a kick out of the newest form of white privilege t co zlpfzsitom
1, noinfidel now kindly fuck off like you said you were twice you sound like a little bitch bitching fuckin stalker 
1, kincade you owe me anyway hoe i need that with interest or shooting your shit up
1,rt getemkee igotem hoes i got several they s or better 
0,it means that im following orders and being subordinate sue me ya dyke
0, theracistdoctor one less little nigger that would grow up into a big nigger 
1,rt bugattibeez pussy still taste like mcdonald s fries rt boosierene i eat pineapples everyday they so good 
1,he bring the hoes out on twitter nigga got magical powers rt thisisyoungdj who is djzeeti 
1,all the bitches love me t co vdnufgj p
1,rt brooksheineman youngpeezyy jorge with me bitch 
1,let a niggah try me
1,rt chasingstaxx if your girl is upset and crying let her cry she needs to learn how to stop being a pussy toughen up
1,rt shirleeey satisfied x at this hispanic church jesus please respond to her s t co jg ol ney you a hoe for this
2,why jon hates birds t co vwxlbmj fy
1,rt daily dip and i ain t trippin on nothin i m dippin on somethin and my homeboy say he got a bad bitch for me tonight lilway 
1, juliadbrock i m not a bitch take it back 
1,if you hang with hoes you re a hoe by association if you try and debate this you re a hoe if you get offended by this you re a hoe 
1,lmfao niggas was going ham on the trash can in class 
1,degenerateartist isn t a bitch walks back his words gt isn t a witch who questions a turd gt i m a glitch who evolves your absurd 
1,i once tried to be everything this bitch said she wanted in a man that shit didn t get me anywhere 
1,i wish i was lesbian so i wouldn t have to deal with bitch boys but mostly bc girls are rlly hot
1,your bitch choosing just let r 
1,if you got a nigga and you another nigga wcw you a hoe 
1,rt rarehiphoppic logic had me thinking nikki was a bad bitch
1,allergies have my eyes all red and chink eyed i look like i m stoned
1,i was with a bitch with a mustash for a year and a half wtf is wrong itch me
1, binniemouse bitch don t kill my vibe
1,rt sariyadaniellee jayjuice the nigga who got slept is a faggot if he sues just run one again and watch ya back lol just like the pe 
0,only word i can understand on blackjesus is nigger heavily disappointed in this show aaronmacgruder stuff blows imo 
1, jacobryanbruhn kiss these nuts bitch 
2, david h esq well dirty bird could be just a middle finger since it s the phallic giving the bird not necessarily a wobble wibbler 
1,basic bitch no chill 
1,i swear to god i be in the middle of the club making out wit bitches like i m tryna film a romantic comedy or somethin
1,rt basedpaco i m just a normal ass dude that has no hoes and happens to be funny every once in a while
1,rt karlos budah give me head amp kiss yo nigga you a ill bitch
1,bitch don t talk yo shit then say you on papers when a bitch trinna get down you a straight fag bitch foe dat scary ass hoe 
1,got your bitch with me right now 
2,rt consrvativediva must watch bill maher schools pbs host charlie rose over islam s illiberal beliefs t co pq jxoev
1, justezzzee i swear you straight up bitch
0,rt comp tx lowkey called that faggot a faggot 
0,boy yung thug is a fag
1,rt romeriohall inkkofrosess i m in this bitch like a mf 
1,big greenmile tweetin ass nicca
1, nah girl i ain t gon be able to make it it s been tight since russ loss his job you in the back like damn bitch really 
1,them shits ugly hoe rt sirrocobama rt burgerking all these nuggets amp u still actin chicken t co try lvyo o
1, igivepussycpr monkey amp his cigarette he s dead serious 
2, rt mayasolovely as a woman you shouldn t complain about cleaning up your house amp as a man you should always take the trash out 
1,no sex bitch i only want the neck bitch
1, no i dont like hoes
2, u turns on yellow no aceptar este luz rojo lights taking too long make me bilingual 
2,r surge for charlie baker r of points in demo state mass against coakley d dog t co uovtvg nnm via bostonglobe
2,versace bird feeder
2, theo t co byj hoyhmg this scally lad would get it
1, ramonastewart ok now you re talking my language none of this pussy whipped rino whining
1,oklahoma has more yards than tu and is only up points trashhhhhhhh ass teams big xii trash
1, kiante sqquad iont got not type bad bitches is the only thing that i like ayeee throw that ass in a sphere 
1,rt hypebeastaustin love one of you bucket headed hoes noway 
1,pull up on my x make that bitch mad
1,i would call you a bitch but that s frowned upon 
1,next sunday faggot leiacatherinexx
1,rt leary alneze it s all fun and games until i have to slap a bitch
1, zoebarton h rheyd ewww i said that last sunday as in the last sunday i was there read it again nigs 
1,my dick your bitch on it 
0,you hate football your a faggot
1, it s just me or do you not want nobody else texting inboxing kiking dming snapchatting emailing yo girl or niggah 
1,pisses me off so much when brett screams fag or whore out the window at people
1,i m just salty bitch
1,if you slow down for a puddle you re a bitch
1,rt charlesbwaffle bitches be in internet relationships tho like yous a lonely hoe
0,bullets through a nigguh tru jeans
1, of the truly talented people i ve come across are retarded professionally of the awful untalented people are on point and polite 
1,my partna from mississippi told me weeks ago i got weeks to fuck all these ok hoes i m stepping my game up 
1,rt youngmiddleeric y all niggas ain t no killas y all niggaz some hoes 
1,rt verseunanswered did those bitches from frozen ever build a snowman 
1,you the bitch nigga type you ain t never had a fight 
1, roodee poo aye bitch 
1,just cleaned this bitch boyfriendstruck clean insideandout ram tookforever nofliter t co bvb lrishy
1,bad bitches is the only thing that i like
1, cooney mane brianmc they played a great job who s the retard now 
1,rt leticiamvrie duh bitch
1, cooliedaggera capotoheaven why wld u wanna be a faggot dude that s faggot like
1, tae rhodes thereal raw you gay gabrielle bad as fuck even though the other bitch bad you can t cheat on a dime foh lol
1,my side pieces have real jobs nigga i don t fuck with no birds
2,rudy throws fastballs near charlie s chin no sweat crist ducking giuliani campaign politics in florida dog t co ejpdwls qj s chin
1,rt woridstarhlphop bruh he threw that bitch s t co risbmdzy 
1,don t trust these hoes
1,tears thedouch relationshipgoals rt queenallyssa thedouch don t call me sweetie you fucking retard 
2, liveitupjersey ccass don t trash jersey odds are you wouldn t last minutes around here go back to watching barney 
1, brandnewandrew lmaooo roosters is hot trash bro u know it
1, leikant this is so fucking hot scally sneakersex sockfetish sniff trainersex t co tubivxbxco love me some kinky scallies
1, maybe now u got what u want bitch enjoy it t co glqzwtgmj now this is a crazy party i would love to attend 
1, littlecbeadles bitch follow me
1,bossd up on my old hoes
1,rt dak whi kaewhy people are forgetting that the logic behind the purge is retarded haha
0, jrise longlivetylerd your a fag
0,rt sheemteam fuck the islamic state we will kill those cunts 
1,i did anything for my bitch now these hoes only get hard dick nbs
1,rt crooklynxdodger when meechisdead said fast bitch i call her bizzy busy cause she only bone thugs t co qs xueu va
1, its makepeace i donno who demz iz but ima bout to get white gurll ghetto on there asses when i find out 
1, ezadick don t fail bitch
1, homohulk same here fucking hated that bitch 
0,every spic cop should be killed those pigs only got their job to get even but white people never did anything to them 
1, tayknosbest these hoes is crazy 
1, godbody ream i couldn t hit a woman with a penis and pussy i don t care how sexy or rich she is 
1,yea you bad but hoe so what
1, smokinonkaya nilaja everybody loves dej loaf cause that s wifey fuck off kaya dats my bitch 
1,rt allzmicelz how she gets all the bitches t co dwkd djorv
1, justezzzee so wtf u tryna do bitch 
1,rt kendra kay whiteypants you re a fag for using that emoji anyways you are one of my best friends amp there is never a dull moment 
1,rt nowomanisright only way i want a female to cover up if i like her the rest of you hoes i want to see half naked pics on the tl
1, gurl im angie itskiaraaaa westyourmajesty i m not even shy stfu kikis mom hi angelique angelique smiles dips cracker in soup 
2,thw white iron band plays this weekend in fargo nd at the aquarium friday with charlie parr the next night saturday 
1, ajayb no i don t cry im not a bitch i was just pissed because the cop was trying to charge me with a hole bunch of bullshit p
1,just got into with some chic in rally s parking lot bitch speeding through the parking lot and almost hit my niece 
1,indigenouspeoplesday haha you fuckin retarded commies hunter biden loves snortin that pygmie fairy dust don t he liberals
1,rt kingtunchi lol that same bitch i was cool with was was down to sit me up in get me kill in get on twitter in talk about it 
1, l music salutemyrainbow iheartme lots my ass just won t be on that hoe 
1,rt versaceezy side hoe let s make us official me s t co kfqy oufgo
1,stupid bitch 
1,ya last nicca couldn t beat it i hit it like a free throw 
1, katieloukarl lol tell that hoe grow up ahaha
2,browns and redskins shouldn t be considered nfl teams
1, tylar ion sneak diss on broke bitches 
1,and get my self a bad bitch thats loyal and one hunnid
2,my doctors office is retarded we noticed you put in a prescription order so we canceled it give us a call if you need a refill thanks 
1,between the constant tweegrams and the bad bitches playing themselves out for attention and the stupid caption pics instagram lost me 
1, the realist sam madrid yea i m on my ipad i don t work this friday let s ball this faggot up tropicalblanket i work 
1, valeriemaria assholee bitch wea ur clothes
1,who s ready for nigger spam 
1,rt peidroh when you tell the chick fil a cashier thank you but that bitch don t say my pleasure t co swwyxmnz
1,rt dfkinlopes me you re a hoe hoe you wasn t saying that august at pm me well you re a hoe today on october st at 
1,hoes gon always be hoes or have they hoe ways at least 
1,bitches be like i want something real and i be like i want a bitch with real hair but we can t always get what we want now can we lol
1,rt chaantellie beyonc seems like a bitch
2,grandma s homemade potato soup an old fashioned simple chunky potato soup like grandma made wit t co zv zsmhnlm
1, zooyorkinit when u want a cig but ur lovey gf won t go get them potato whattheflocka guilt trip city lil bitch
1,look at this fucking kaffirs hairdo only a nigger t co lmwqj etoa
0, kmdk beautifulmined i hopes dis ain t cause he colored cause i knows he be actin all nigga like
0, hekterr don t stop now half breed i m just starting to learn about what makes you a dumb ass
1,rt teddydeljones side hoes always winning
1,winter time walking is no hoe ctfu
2,how long after the redskins change their nsme will all memorabilia w redskind name be deemef racist and therefore illegal any thoughts 
1,rt brendacoyt tonymartinezz rolling deep af i even got bitches running after me 
1,phone disconnected like a hoe thank god for shmediums hot spot lol
1,rt randall jayy d i got hard dick for all dez bitches i get all they numbers i don t call dez bitches lmao rt
1, whooligan can t stand a i don t know what i want ass nigga bitch 
2,the rick scott charlie crist ads have been running nearly non stop in florida for the past week and they are getting even worse 
